RW1,1,d
RW1,2,b
RW1,3,a
RW1,4,d
RW1,5,a
RW1,6,c
RW1,7,d
RW1,8,d
RW1,9,c
RW1,10,b
RW1,11,d
RW1,12,b
RW1,13,a
RW1,14,c
RW1,15,c
RW1,16,a
RW1,17,b
RW1,18,a
RW1,19,c
RW1,20,a
RW1,21,c
RW1,22,c
RW1,23,d
RW1,24,b
RW1,25,d
RW1,26,d
RW1,27,d
RW2,1,a
RW2,2,a
RW2,3,c
RW2,4,a
RW2,5,b
RW2,6,d
RW2,7,c
RW2,8,d
RW2,9,c
RW2,10,d
RW2,11,d
RW2,12,b
RW2,13,a
RW2,14,b
RW2,15,a
RW2,16,a
RW2,17,b
RW2,18,c
RW2,19,b
RW2,20,a
RW2,21,b
RW2,22,b
RW2,23,c
RW2,24,b
RW2,25,c
RW2,26,d
RW2,27,d
MATH1,1,d
MATH1,2,12
MATH1,3,b
MATH1,4,124
MATH1,5,c
MATH1,6,2600
MATH1,7,d
MATH1,8,b
MATH1,9,b
MATH1,10,32
MATH1,11,a
MATH1,12,b
MATH1,13,a
MATH1,14,19
MATH1,15,b
MATH1,16,d
MATH1,17,a
MATH1,18,d
MATH1,19,c
MATH1,20,c
MATH1,21,b
MATH1,22,0
MATH2,1,b
MATH2,2,13
MATH2,3,c
MATH2,4,c
MATH2,5,a
MATH2,6,b
MATH2,7,1.2
MATH2,8,c
MATH2,9,b
MATH2,10,b
MATH2,11,c
MATH2,12,b
MATH2,13,4
MATH2,14,d
MATH2,15,3
MATH2,16,d
MATH2,17,a
MATH2,18,48
MATH2,19,d
MATH2,20,a
MATH2,21,d
MATH2,22,c