RW1,1,A
RW1,2,A
RW1,3,A
RW1,4,A
RW1,5,A
RW1,6,A
RW1,7,D
RW1,8,A
RW1,9,A
RW1,10,C
RW1,11,D
RW1,12,B
RW1,13,C
RW1,14,A
RW1,15,A
RW1,16,B
RW1,17,C
RW1,18,A
RW1,19,C
RW1,20,B
RW1,21,B
RW1,22,B
RW1,23,B
RW1,24,B
RW1,25,A
RW1,26,A
RW1,27,A
RW2,1,B
RW2,2,A
RW2,3,D
RW2,4,D
RW2,5,A
RW2,6,C
RW2,7,C
RW2,8,D
RW2,9,A
RW2,10,B
RW2,11,C
RW2,12,C
RW2,13,B
RW2,14,D
RW2,15,D
RW2,16,D
RW2,17,B
RW2,18,B
RW2,19,D
RW2,20,A
RW2,21,B
RW2,22,C
RW2,23,B
RW2,24,C
RW2,25,B
RW2,26,B
RW2,27,B
MATH1,1,D
MATH1,2,C
MATH1,3,D
MATH1,4,缺题
MATH1,5,28
MATH1,6,33
MATH1,7,缺题
MATH1,8,D
MATH1,9,8
MATH1,10,C
MATH1,11,A
MATH1,12,B
MATH1,13,B
MATH1,14,C
MATH1,15,184
MATH1,16,B
MATH1,17,缺题
MATH1,18,6.75
MATH1,19,C
MATH1,20,D
MATH1,21,4096
MATH1,22,A
MATH2,1,A
MATH2,2,A
MATH2,3,D
MATH2,4,B
MATH2,5,B
MATH2,6,A
MATH2,7,B
MATH2,8,D
MATH2,9,C
MATH2,10,D
MATH2,11,3
MATH2,12,D
MATH2,13,C
MATH2,14,59/70 or 0.842 or 0.843 or .8428 or .8429
MATH2,15,C
MATH2,16,缺题
MATH2,17,B
MATH2,18,D
MATH2,19,39
MATH2,20,1512
MATH2,21,1458