RW1,1,D,,,
RW1,2,A,,,
RW1,3,A,,,
RW1,4,A,,,
RW1,5,C,,,
RW1,6,B,,,
RW1,7,C,,,
RW1,8,D,,,
RW1,9,C,,,
RW1,10,B,,,
RW1,11,B,,,
RW1,12,D,,,
RW1,13,D,,,
RW1,14,D,,,
RW1,15,A,,,
RW1,16,D,,,
RW1,17,C,,,
RW1,18,B,,,
RW1,19,C,,,
RW1,20,B,,,
RW1,21,A,,,
RW1,22,D,,,
RW1,23,B,,,
RW1,24,B,,,
RW1,25,C,,,
RW1,26,D,,,
RW1,27,B,,,
RW2,1,A,,,
RW2,2,B,,,
RW2,3,D,,,
RW2,4,C,,,
RW2,5,A,,,
RW2,6,A,,,
RW2,7,B,,,
RW2,8,C,,,
RW2,9,A,,,
RW2,10,C,,,
RW2,11,C,,,
RW2,12,A,,,
RW2,13,D,,,
RW2,14,D,,,
RW2,15,A,,,
RW2,16,D,,,
RW2,17,B,,,
RW2,18,B,,,
RW2,19,C,,,
RW2,20,A,,,
RW2,21,A,,,
RW2,22,A,,,
RW2,23,B,,,
RW2,24,B,,,
RW2,25,C,,,
RW2,26,C,,,
RW2,27,C,,,
MATH1,1,缺题,,,
MATH1,2,D,,,
MATH1,3,C,,,
MATH1,4,21,,,
MATH1,5,A,,,
MATH1,6,3710,,,
MATH1,7,D,,,
MATH1,8,C,,,
MATH1,9,B,,,
MATH1,10,D,,,
MATH1,11,A,,,
MATH1,12,0.375 or 3/8,,,
MATH1,13,C,,,
MATH1,14,B,,,
MATH1,15,B,,,
MATH1,16,B,,,
MATH1,17,A,,,
MATH1,18,340,,,
MATH1,19,A,,,
MATH1,20,C,,,
MATH1,21,74088,,,
MATH1,22,188.6,,,
MATH2,1,B,,,
MATH2,2,A,,,
MATH2,3,B,,,
MATH2,4,A,,,
MATH2,5,D,,,
MATH2,6,D,,,
MATH2,7,B,,,
MATH2,8,C,,,
MATH2,9,B,,,
MATH2,10,-12,,,
MATH2,11,D,,,
MATH2,12,A,,,
MATH2,13,13.86,,,
MATH2,14,C,,,
MATH2,15,B,,,
MATH2,16,C,,,
MATH2,17,B,,,
MATH2,18,D,,,
MATH2,19,4,,,
MATH2,20,1512,,,
MATH2,21,750,,,
MATH2,22,1/12 or 0.083 or .0833,,,